10000 10000
9361 6176 7
5139 9602 7
8879 4909 4
170 2132 1
2926 8439 1
9792 3217 5
4337 2382 9
5880 332 9
106 3192 3
3434 8333 5
7456 4046 4
205 9185 6
9431 4416 5
9024 4586 7
7775 3864 9
9267 3656 6
1613 4345 9
7302 225 3
4130 331 5
2195 3766 10
4381 7574 6
2744 7779 3
710 7211 9
3584 2587 5
4943 6714 1
4741 5981 8
4108 3947 3
5858 1249 1
4293 1731 4
9567 3926 2
5879 8308 7
9884 1052 6
9427 1762 9
3385 1699 7
8282 6642 3
7042 7735 7
5811 8195 4
8926 406 3
8618 4699 6
8641 618 3
8783 6497 3
6499 2734 5
8346 2161 10
7405 1898 1
5403 6532 5
115 9927 10
3513 5738 7
4506 1016 3
3100 9634 4
3426 8276 5
7678 3411 2
6590 6262 8
2906 4608 9
7337 8365 10
3467 3768 2
2591 236 1
5802 3749 2
7209 8256 8
5373 7708 5
4589 1134 1
4423 5164 4
7106 8106 6
2524 7365 4
102 4702 2
2283 8170 10
997 761 8
9637 2916 8
368 125 6
8468 1850 4
6202 6439 1
8564 7214 5
4337 4321 4
2724 6845 9
5719 3299 1
7080 5583 3
8562 2932 7
279 8921 3
5746 9290 10
2173 4110 2
9957 312 2
5227 5228 8
2013 5917 9
6906 8641 4
9164 712 6
2477 7793 9
311 6355 3
8907 2986 4
419 8733 6
4760 7258 6
952 7215 10
9935 8794 8
6132 808 7
3003 4066 10
366 9583 3
3733 8412 8
2683 8723 3
4565 7631 1
5369 4402 4
1814 9163 5
8722 6467 10
5941 6402 7
4741 8886 7
5809 1889 3
5519 8608 8
5941 2341 10
508 5025 4
7782 9590 5
8042 1311 9
3388 9478 4
5992 8200 1
2163 493 5
3481 1586 2
5607 7396 1
1800 9267 9
3927 1560 3
4467 8420 8
82 2554 10
3328 6948 2
976 336 10
492 2680 2
6474 1196 7
8859 4677 4
130 285 2
9642 8437 9
7763 8716 9
8225 9535 1
64 9617 5
1493 2945 3
4234 274 2
2805 766 4
5928 3592 10
9545 2451 10
1100 8933 5
51 4928 4
4621 2691 10
751 7268 6
5301 7332 5
8757 5177 3
2809 5764 7
3550 4921 5
3324 850 7
645 6747 1
2644 7847 4
1280 4250 4
8353 8871 5
4143 5974 5
5820 7627 9
7114 6384 9
7706 9193 3
4924 9096 4
9260 2420 6
837 9417 3
1217 2062 2
6882 3342 2
7476 1696 5
7112 2191 1
369 4363 8
957 1477 2
3075 5536 6
7309 6812 2
113 6073 4
6470 3262 1
9575 831 3
526 4065 8
2080 1541 4
8856 5006 7
1607 5375 10
1984 2684 9
5098 2112 7
7405 9421 10
2456 5886 5
2631 8709 7
2223 8284 10
3878 8810 5
8875 7242 9
1920 2451 5
7156 4058 2
6755 2394 8
535 7492 10
9852 4897 4
2333 3705 10
887 2688 1
9055 4912 5
8054 5142 8
1118 4017 10
2076 2289 1
4392 9445 1
2083 2552 8
5163 3087 2
4002 9291 10
4967 1624 7
5467 2511 8
1027 1566 2
1224 5972 4
231 7091 3
2832 5519 2
7885 9912 7
6995 8347 1
1204 3510 10
2906 3865 2
5857 8832 8
8865 651 2
4562 8031 10
7875 9255 3
9978 5838 6
2450 8670 5
3563 2907 9
7769 6255 7
7231 7459 9
6133 365 4
4326 6222 9
4143 5088 10
2824 6002 3
9424 3878 8
8348 208 8
4363 2659 1
5897 6222 8
3696 344 3
6194 3927 5
2202 60 10
8428 4386 5
3486 4882 5
5547 7706 7
5640 3482 7
1339 1830 6
9229 6193 7
5789 8443 9
5256 2139 5
7331 4685 5
6865 6887 5
3116 1667 4
1942 1505 6
5856 7053 4
2125 9045 7
2271 6736 9
8978 5965 5
8344 8106 8
285 3363 9
8921 7046 4
1485 263 3
462 9731 1
3825 1674 6
8422 3882 1
725 2359 6
2863 983 5
3184 9961 10
9698 4658 7
1007 4943 2
807 216 10
5292 1702 5
6664 8516 6
6056 2341 2
6954 7115 5
4904 4192 4
8252 3408 7
8336 6592 1
737 2642 9
4893 1 2
5116 808 8
2385 6100 2
6269 9116 8
6237 5173 1
7878 2127 8
9754 3383 1
7638 1635 9
2856 9971 3
8036 709 7
7874 1954 8
9007 3423 8
357 2160 10
9760 8430 8
1328 1019 3
7940 8897 2
1668 5004 6
9588 2642 1
7268 1850 5
1540 9887 6
1158 4113 2
777 3121 5
1204 9830 6
435 9590 8
8782 918 7
8655 5211 6
7006 6879 10
5093 6467 4
4816 87 5
4510 7979 4
7617 9137 7
2678 9914 10
1163 7470 10
1808 7905 1
3587 6687 1
33 1694 2
8080 5053 3
1132 146 10
6825 4962 9
721 5824 8
856 3441 7
5105 6120 1
8826 3635 3
6026 1795 8
9168 5382 8
9580 1767 2
5204 9847 5
7706 979 4
3028 4157 6
8436 4878 1
8176 2087 4
7052 7192 4
2195 6018 1
4807 8396 6
5325 3916 8
5234 3497 5
485 8701 5
7142 6407 4
297 9435 1
2062 4224 2
6004 2400 9
3388 9452 3
3243 1647 1
6734 6455 10
8371 8132 6
5391 3366 3
4177 203 6
2811 3697 6
8777 346 3
2547 2409 7
3900 4765 7
988 4505 2
1620 4101 1
4623 7187 8
6022 5558 10
7689 949 8
6502 1479 4
6719 4290 3
3344 3067 10
5757 1967 1
8745 5867 6
7782 3208 4
8975 1180 5
1815 2155 2
7463 4529 10
7594 2219 2
1092 5073 1
7497 1792 3
7599 1489 3
8048 7246 2
3610 2343 1
7586 125 9
2419 5452 2
7705 7268 9
3826 4731 9
1857 8677 8
838 9769 3
7650 3618 5
5105 1218 6
5627 5618 4
4468 9229 8
1880 3167 5
6149 1938 8
4302 9643 6
4610 3469 9
5800 1678 6
9209 8869 8
7691 6519 6
7966 7976 6
6081 9955 7
7795 775 6
8204 2656 5
8738 5157 3
4725 9459 8
4332 421 9
8670 6222 7
8038 5431 6
7175 3123 8
6282 7441 4
6608 9874 10
5256 4021 7
3133 2225 3
4177 7316 10
3511 2041 9
2488 6374 3
7638 1396 5
8114 9434 8
3812 2961 3
2381 5596 4
2574 2204 1
9075 3812 4
6352 6945 2
2636 1122 8
7726 985 9
8626 9825 5
9948 7463 2
3844 1929 8
3172 5741 2
1974 8122 8
4570 7049 4
3392 2476 6
6235 5180 1
7656 7817 5
6393 5543 10
3524 521 5
7028 470 8
8281 4314 9
5321 3838 1
5322 5813 5
919 6735 6
5072 127 3
3037 2714 3
4299 6723 2
6683 3116 7
6404 2992 9
9598 21 9
6607 4654 5
5545 9975 4
6577 5297 9
2084 2568 6
4639 3992 5
6023 7029 9
6236 7680 2
6969 715 1
3246 7119 3
44 6717 6
3664 9676 1
1598 5222 8
3371 8151 8
3661 235 6
686 1227 9
4190 7250 10
6761 9838 3
9702 6808 8
2112 54 8
3867 98 7
5642 3762 4
8424 1712 8
7534 5084 9
1941 5097 7
5268 5784 4
2588 6326 4
3290 3087 3
1672 9142 1
769 7606 7
3338 1473 5
2625 3468 9
1588 8244 1
2125 5778 7
7165 4071 7
2441 9340 3
5296 8280 9
9050 1570 9
8994 9594 1
5746 6716 7
2552 54 3
5808 9031 1
2826 619 5
7908 9096 4
4427 2614 7
2395 5055 7
6147 352 10
6225 5754 2
2095 1100 9
755 6846 5
3374 9398 1
7466 5206 3
1378 4384 4
3534 8644 3
1469 9423 7
3476 1818 4
1174 7965 8
7153 543 4
1055 2638 4
903 9746 10
3819 3120 8
3141 6938 6
1495 4668 10
6821 8202 7
1243 9672 10
4631 3148 9
3074 674 6
4574 7828 9
1827 5235 8
181 2490 6
5380 6309 6
6330 9450 6
2485 946 4
9377 7767 8
4913 5362 2
6224 9993 2
3002 9419 7
450 3993 5
2088 5821 2
2717 6002 2
3092 7734 1
2939 4064 3
6076 2902 1
3881 2279 10
9889 3544 4
1920 9768 9
3452 9123 9
2010 9573 4
2044 8013 5
17 731 9
4128 175 6
900 3115 2
7122 5543 4
6995 9425 5
4634 5666 9
340 3938 8
6038 3742 3
1156 5752 6
2972 4148 1
4256 4165 2
4247 8293 8
8324 9193 5
6465 2668 10
7509 9663 5
7183 649 3
6754 989 2
6093 3380 4
4555 888 7
8942 3860 5
1342 4469 1
826 5068 6
485 3392 2
9611 9857 10
4280 3718 5
4727 902 6
839 4008 8
890 101 8
1036 4656 6
582 9950 7
628 7644 8
4840 8470 6
3698 8955 8
1749 4918 7
2468 9199 6
5554 3926 10
9289 1117 8
366 8360 9
4823 9396 7
6521 6330 9
2079 6958 3
2106 8151 4
3553 1849 1
2040 3598 10
6736 2418 1
1503 7972 7
7172 7261 6
3201 7628 6
9331 8803 2
117 5324 2
3557 3755 3
8290 5861 4
1493 9414 3
6355 7806 3
9784 895 1
8764 2398 5
8022 5923 6
4750 9124 6
3485 4808 2
1617 1277 6
2430 4835 2
202 3125 5
6125 970 2
249 7325 8
4323 3462 3
815 8578 4
5279 2953 9
3357 7703 5
5414 1188 3
6275 9157 1
2461 1588 6
8754 1790 3
7260 4268 3
5181 869 10
909 5193 2
3883 6008 1
5608 7640 4
3256 7349 9
2733 2763 7
665 9039 5
6227 7852 5
6624 2958 5
146 218 5
4638 5400 5
2808 2661 8
791 2896 8
7353 8505 10
6868 8113 9
4086 7198 3
8845 7864 4
6409 443 6
8265 7068 4
5559 7214 2
9826 8205 4
8610 7365 7
2587 8156 4
5276 5510 1
5606 2378 6
9636 2817 5
78 1662 1
5911 8071 4
5948 2688 2
2591 4599 9
5805 4425 6
770 3035 1
8397 1974 7
5272 7251 9
7004 9209 10
3201 8845 7
245 5276 9
7857 1187 2
5913 7136 10
1036 6079 9
3374 8236 5
269 9007 10
4529 3756 7
3298 9028 10
3928 2384 9
6937 5585 4
2763 2183 2
251 40 10
2162 5953 8
3113 6990 9
2312 6716 6
5936 3338 5
8947 4219 1
285 7517 1
8874 1446 7
6672 4735 2
9668 7499 7
7939 4102 10
3750 6265 5
3049 5730 7
4780 8042 4
8395 330 2
3721 5630 1
2803 5915 1
7265 4790 9
4111 7814 4
2894 7482 5
213 1774 8
7572 1876 5
7236 4926 5
243 9706 8
6318 4453 10
5731 4526 10
3011 7329 6
513 946 8
5813 1409 2
9497 4303 7
7031 4516 1
5020 8440 9
9274 5677 7
9259 2272 5
3638 8590 8
4699 4321 6
5039 3684 7
7646 550 3
5043 6363 2
6606 5860 8
5652 9244 6
2824 616 7
1873 9891 6
8551 5502 10
4936 5492 10
2125 191 3
3841 5230 7
9237 9228 9
1932 4271 3
6035 7230 5
4442 2882 1
70 2059 8
4138 284 9
235 8835 3
8604 3771 5
1915 5897 8
9547 6090 1
7215 5327 9
5434 3611 3
16 9647 3
3162 441 7
5553 6863 8
8560 1001 2
7810 1236 8
8914 9840 1
5510 8107 8
2297 7654 8
7019 4870 8
4618 6656 1
9192 3024 10
996 6186 2
5682 8091 5
8780 3003 9
8513 7165 5
730 2431 8
9423 7941 5
4012 6591 2
4692 3610 4
7051 4580 2
3021 3772 6
4991 4768 4
3754 6803 8
3028 1935 1
6008 448 9
3873 7531 10
4282 6954 4
2798 966 5
5321 5658 7
2714 2709 8
3115 2083 2
2892 7074 3
8856 828 6
5615 208 1
9025 6217 9
2305 6442 10
1665 7076 6
5318 6226 3
1914 1548 3
2120 614 5
3259 3730 8
4523 2974 4
555 8182 2
9742 3797 2
4512 9175 1
6082 1480 5
5184 3145 3
7591 4815 10
4613 6729 8
9998 5202 2
8092 8461 4
8269 9336 9
1872 9891 1
2655 9633 9
9998 497 4
9911 2932 6
6265 4468 2
6048 2059 9
2057 3025 1
5966 3023 3
489 7467 6
8743 5736 3
6323 3960 6
5733 2967 10
5293 2965 9
4028 9228 1
4244 5494 9
3957 7894 1
4837 6303 6
2447 2269 1
1611 2758 8
5589 7853 4
2551 4176 6
2108 6262 5
4947 7907 10
988 8288 1
9960 2532 5
7049 2841 9
8901 7678 4
7426 6478 3
5326 8089 3
693 3678 9
8148 2581 7
5915 4690 1
6649 5989 9
6700 6977 9
5980 6938 1
7106 339 4
6126 5592 4
1449 3018 2
5393 4696 4
2096 1741 2
9356 6241 6
792 2156 8
4843 5157 7
3153 1857 7
9751 4190 7
5233 1296 8
3556 3775 10
2261 5224 10
1093 618 6
4366 9066 9
7669 8422 10
9906 9214 8
6833 409 5
9750 3562 4
2348 9665 6
1884 4898 5
8111 4806 10
6282 7068 4
7471 4513 4
3356 5231 10
3686 9252 4
3905 9159 1
8984 2344 10
9220 8446 5
1313 794 10
301 9030 1
585 7141 9
996 3423 9
6631 7246 4
2885 602 5
4556 640 10
4650 4545 1
310 9881 5
2731 9101 4
8715 6767 8
717 7068 9
7617 4005 2
2027 5001 8
3506 1632 4
5849 869 9
9776 1778 9
2955 2780 7
7997 9442 8
5383 2173 10
1216 7241 7
7844 7958 5
9854 1927 2
9005 3954 3
4284 3812 7
458 9662 9
3586 5790 7
3706 5097 7
8372 3094 9
2920 8477 4
6569 6046 5
6985 3890 5
821 96 4
8662 5453 9
7856 9738 3
8682 6548 7
6730 134 7
2908 3840 4
1866 8565 8
3914 1485 8
840 4406 4
8654 7743 6
7131 8564 4
7534 3578 7
8244 1434 7
2767 6468 5
3303 9551 9
5982 2459 2
7405 678 9
8275 4592 4
3974 1784 10
5719 6791 5
7706 3922 9
9789 1456 9
7325 6053 5
952 8820 3
7478 8475 6
4139 809 8
4640 8215 6
6410 2842 10
3313 6816 5
974 8887 6
6378 6593 8
6698 6382 6
596 59 1
2280 7363 3
6784 4842 1
840 8981 10
3707 9973 7
7252 6383 9
1741 9696 7
4367 7022 4
7432 9752 9
771 6450 1
1919 3398 3
9119 2030 6
1492 8814 8
8692 6006 9
3053 6065 2
5630 3317 7
1048 1411 5
5987 2130 7
9812 9563 9
231 6686 1
3383 8605 9
6595 4077 9
7171 1921 6
8940 6965 2
3339 18 8
4062 2000 7
7521 3049 10
675 5388 1
852 5200 6
7132 1783 2
9863 5167 10
2343 8114 9
6854 5285 10
179 4226 7
5862 3917 7
1259 4331 8
2678 1852 9
5507 8880 7
6819 6084 9
7694 3216 3
5256 9431 2
4127 1775 6
7075 8629 4
8296 5160 2
2834 1022 1
7390 2282 4
299 1312 9
6257 3171 9
3955 9991 3
3206 7685 9
4240 9293 3
441 9772 10
1108 3199 1
3413 1495 1
9944 681 3
6744 4424 7
4228 4723 9
9916 7333 3
836 1288 4
1488 846 1
1708 5086 5
1360 1879 9
9139 2988 9
8251 6401 6
6171 2698 8
1466 9442 2
9042 22 5
4283 6290 10
2695 7126 9
7450 8614 5
9890 323 4
7976 8035 3
5835 3527 1
6893 1778 5
5798 7950 3
5385 9416 7
5748 4810 10
4483 5445 10
6902 4492 9
6962 1942 3
7869 1833 8
3862 9809 4
1734 5644 1
8947 2537 1
2561 4688 3
5225 73 9
7331 5822 2
5812 6657 7
4232 9911 10
6130 3226 4
2994 1095 7
182 1309 7
1757 3043 3
507 8342 3
3739 903 1
4922 2480 6
1872 9812 8
3633 5624 7
7192 6208 1
5243 8690 7
5236 1685 2
3415 8219 3
5051 9976 6
5035 6835 9
7557 574 4
4767 5496 7
8403 3721 9
4212 7354 5
3031 898 6
1761 2493 6
3717 7730 3
3120 1145 4
3832 2548 10
3939 7583 7
2389 1493 4
8095 2612 2
6281 1015 3
631 1580 8
605 4611 8
9492 2724 2
718 6441 4
6332 5913 1
166 6097 9
327 36 4
7324 2426 7
7599 521 2
3370 3154 7
2863 3785 9
6062 742 2
159 235 6
3102 953 9
3775 3637 4
1945 155 1
9015 483 8
21 4159 6
2519 1758 9
7630 1480 3
3757 4343 8
4167 405 10
5541 6917 5
3286 19 10
177 3795 10
2980 2092 5
8233 1108 10
7170 1129 1
1237 3648 1
5825 1279 2
3567 1388 5
5094 1907 3
7363 7448 10
6220 7087 9
6029 3616 6
5828 2948 9
2135 1181 9
8924 4703 10
6225 5940 8
1635 1765 9
4878 5332 9
6113 6778 7
4105 494 7
5366 6714 4
6646 9095 10
1722 1276 9
5242 9763 10
9870 8687 6
1979 1264 6
4088 9252 2
3829 4130 6
4957 243 7
4345 700 1
7534 2418 7
1457 9065 4
5349 787 10
2189 2381 3
210 2251 3
2935 582 7
1601 4670 1
8384 4851 2
6851 9809 7
2097 506 10
4189 8040 8
2995 5850 3
7249 1199 2
9130 3388 3
4423 3598 6
1107 6534 10
2703 4487 3
9904 9223 4
7587 6074 5
5513 4524 2
492 8713 2
4242 1709 4
704 5310 3
658 4440 3
6640 5215 2
7578 6322 8
9097 5378 7
1639 1634 10
5385 9221 6
8939 4734 10
3000 1579 6
1454 5821 5
5757 2877 7
7612 3535 7
2854 6528 3
8047 4106 5
6126 9555 3
8692 7547 7
6833 2932 10
7401 1871 7
6140 1224 6
6297 9030 9
8163 1139 6
5339 8751 4
6956 1606 2
140 6005 10
3294 2132 5
8179 7176 4
4697 4010 6
437 1411 10
7263 3903 6
2020 201 6
8950 8364 5
8757 3704 9
2100 7012 7
8323 7152 2
8652 6798 4
4889 4977 3
8672 6027 3
1740 6464 6
3031 79 1
5546 8451 2
3443 3753 9
6127 2510 5
267 963 9
6013 9286 1
7765 7939 1
8000 9180 9
5412 7852 8
3186 5944 4
2371 8975 5
1812 873 6
7805 4316 9
8515 6796 1
2929 7063 4
7059 3077 1
1989 7194 2
70 5194 2
9480 6959 6
4917 145 1
9522 8869 8
4206 7033 2
7341 1190 10
581 9706 8
2683 8987 4
9397 6047 3
1749 4388 7
8392 810 3
7863 6642 2
7890 7911 10
3862 7433 1
8810 1639 4
983 5332 4
3824 5913 2
3462 4949 2
6515 4346 9
8997 2447 9
5025 839 10
6247 5054 4
781 2944 6
1812 6807 9
1712 1969 9
4997 2952 1
3120 3128 7
3654 6590 6
3175 9457 4
5095 4806 3
1403 9831 2
4874 2431 6
1340 9564 2
9365 1376 9
1175 9440 8
4625 4437 2
3408 3909 1
8104 7563 3
4101 7090 1
796 2185 7
9938 9941 1
6271 1167 2
1306 2507 6
1989 8224 4
9480 9400 4
8939 4025 1
1351 3785 10
3243 8241 6
1725 2342 6
6017 9490 4
5116 9428 5
398 5699 4
1759 3357 4
9036 5347 8
4041 4827 10
2134 3766 8
1016 1469 3
3807 4712 5
4162 2790 9
7960 5159 10
3943 275 8
6219 673 10
6014 8784 7
8317 4172 6
8845 4565 5
5124 6699 2
8133 4067 3
8576 7875 8
3612 8389 8
990 2701 9
4211 6644 7
6861 9215 2
5210 5230 7
3268 3547 1
6674 8744 7
7610 221 8
5961 8354 8
8486 3282 3
5723 6894 4
2102 4237 6
3640 8448 2
1806 5309 8
3350 519 8
7326 140 7
8178 6814 2
3596 4424 3
5714 6738 9
4603 1576 2
1367 7299 6
6520 5753 3
727 9393 2
1579 7552 3
7998 902 3
9647 4580 5
4843 9110 1
5136 2707 5
5650 4773 5
4519 9376 3
3022 743 2
2067 3615 5
1702 4343 1
9785 2274 5
3177 6624 7
3441 6271 9
3845 7466 9
7415 2603 8
1762 4605 1
9198 9124 9
8211 2146 4
874 566 2
9291 8620 7
7101 4757 1
8815 4286 5
7783 7728 8
1331 7925 4
341 1693 7
2059 9807 5
4901 5357 9
7120 9920 8
2785 795 6
2066 6438 6
2042 3539 5
644 8706 1
9518 6489 1
7367 4172 9
6331 4513 4
4249 6572 1
6773 7826 10
4774 4946 1
4921 4083 8
8338 6150 6
375 8192 7
7169 8837 3
8249 4707 2
9762 2075 6
9200 4758 9
6683 9007 4
325 2133 10
9324 6907 8
4596 8180 1
663 6518 1
9520 6893 6
1916 414 5
3018 8663 4
6961 8425 1
5076 3977 9
7705 660 9
9610 985 2
2989 6662 9
7666 1258 9
6426 1922 9
7689 1442 2
3496 9711 6
8140 2729 1
3843 6043 9
7974 1119 6
3214 5176 7
7462 4786 4
195 4127 6
9835 1793 5
1303 4572 9
5641 8613 3
3224 2109 4
1221 249 6
7882 444 9
5672 4770 10
1087 4337 7
3515 1799 5
3281 8347 3
9708 8182 6
7394 5838 10
7002 7831 3
757 1056 4
4222 8629 3
417 2863 10
9007 8535 10
8717 9623 7
3603 9490 9
5979 2771 8
6131 8832 10
4429 6226 8
7298 3229 10
5133 338 8
5076 4560 7
1621 1330 1
4962 6689 6
6721 5406 1
9170 5361 4
9770 1341 7
8717 7472 9
5846 8253 6
5166 5552 7
2317 7037 5
524 8465 7
3712 6438 9
9764 1400 9
4352 4474 7
4914 9996 9
4967 9766 2
4144 4835 6
8504 7033 10
2739 2199 4
2907 868 3
7061 7744 8
8480 1457 9
1228 7573 1
7018 1925 5
8215 6840 3
4773 8159 1
5376 2303 6
3451 7160 10
6132 6251 1
4365 9159 10
5987 2572 4
2427 1052 3
1657 2281 7
2287 5651 2
3744 3866 4
5196 4991 4
2767 367 9
5172 171 9
963 6303 1
8954 669 10
4165 3008 2
7120 1787 7
1533 3444 10
9871 5732 1
134 9476 8
7238 1024 9
2501 3791 7
6419 8964 8
3850 6279 3
1180 5233 4
4021 5750 5
9434 2871 2
5900 756 9
7351 627 3
8102 761 9
2719 7999 5
8679 6852 7
5007 3272 3
1506 3474 2
4309 4654 6
4132 5027 8
3316 813 9
640 3066 5
1408 417 2
4260 8519 6
2940 7590 5
2644 6270 8
6140 1277 2
4952 9136 6
44 3445 2
6721 3929 1
9148 7246 6
799 7886 2
6853 5646 10
9887 9906 1
3682 2846 4
1828 1842 6
6827 7983 5
1450 9287 1
9547 5683 6
2298 8756 6
2780 7905 4
4076 8704 2
8437 1909 8
9568 1796 6
5571 1830 4
9164 11 6
5379 6838 1
9223 4641 9
8556 4188 4
4981 2839 1
1688 5619 8
5641 9695 2
184 4485 3
4021 405 2
4116 5976 2
3409 1492 5
897 3223 6
6367 2447 7
7477 7355 5
4271 2336 4
9821 377 6
9628 2370 3
4491 2555 8
1263 2928 6
2536 3397 2
5640 3158 5
8754 4055 8
5059 423 7
2357 4252 2
3844 8523 1
1817 4696 8
8114 676 8
4107 1519 5
936 9135 4
8171 1671 1
1383 7311 9
2439 6066 7
6718 7477 10
9797 9835 2
3878 3679 8
3000 1848 6
2499 9963 3
8017 422 2
8793 1358 7
6146 5882 9
3248 3617 10
7157 2408 8
1473 9126 6
2564 8923 3
7907 9154 2
8126 8506 10
3042 1006 5
8634 5375 7
2097 4168 8
8344 315 10
2614 9915 9
4195 3424 7
1843 4897 3
3320 3813 9
4632 8073 5
5975 6199 1
2814 9241 7
2321 4227 2
5897 6325 3
3536 4669 10
7057 3635 5
4195 7830 10
3741 6025 9
8766 5697 3
2714 6681 8
2168 2656 7
6480 1823 1
5447 4144 8
6140 6393 3
1002 9930 4
8883 6987 9
328 7535 2
5197 1276 9
7667 42 7
3951 9108 10
8308 7628 7
8865 4109 10
1367 5908 4
1744 8400 7
8447 5755 9
2522 4638 7
233 1318 4
5774 6515 10
44 535 5
3660 4486 5
310 2795 4
5968 8012 5
7097 9379 5
8722 1123 5
388 5922 2
8337 4797 1
9625 5030 9
8448 804 7
4899 848 2
7745 861 10
9700 7523 5
5635 3491 9
2031 6940 8
4335 5662 4
1391 2402 8
4203 7091 5
8005 6716 5
6773 1516 1
4761 2768 2
3284 513 5
6294 6565 10
8450 8552 1
8619 583 3
4518 1270 7
1541 2662 9
7191 6865 1
1285 4870 9
6762 7995 8
9394 9109 6
9227 2393 1
9921 5039 9
4490 3490 1
8902 2109 7
6606 6627 7
9972 4521 9
2093 1712 6
1305 9349 6
7233 2463 4
7382 1858 5
299 7437 10
3730 7359 10
6430 8201 10
1330 7104 1
3166 3710 10
6273 35 1
8393 2128 5
7379 3433 5
7586 7018 10
5789 753 10
5805 1052 8
8215 1134 9
5664 7564 10
2955 8895 6
8707 8413 9
1086 1038 4
7987 9432 4
9303 6811 7
3617 4397 7
3099 6539 10
4438 2344 5
3215 559 9
5703 2575 6
2745 5530 1
6890 589 6
1098 1676 5
1693 6015 7
4416 5318 10
6924 5288 7
2803 8387 6
9434 2825 3
7118 2393 2
2289 4448 10
5024 7193 2
3006 4084 2
9401 1534 8
3187 3228 5
6405 7644 3
6434 4569 3
7213 3724 10
8178 3158 8
4192 277 3
766 2566 1
9915 7590 5
7298 596 1
8919 6349 5
8568 9537 3
4232 5942 10
1567 8729 1
4189 5942 5
1551 472 3
8090 4665 10
7022 5431 8
402 1698 10
7328 8996 8
8338 4268 8
883 2836 7
3007 3421 1
2776 4988 10
3466 5529 2
7880 3432 7
5453 7874 2
9654 4896 5
6422 1651 3
7131 5331 1
4789 3670 9
5148 905 8
1396 3912 9
3586 6689 9
4506 6507 10
7719 4388 3
1405 9841 7
6108 5847 6
6242 2269 7
4426 5753 8
7959 6894 10
9407 8394 5
44 9790 10
454 3376 1
5852 4234 8
3132 8306 8
196 9711 1
8782 2172 9
4969 8414 10
6455 9193 3
9625 7152 9
2816 2911 3
6913 9308 3
1274 9762 2
2324 5615 6
6233 5099 2
4531 5295 6
9021 429 8
9359 5399 4
4671 8206 9
5735 4183 1
3694 7000 5
46 3913 3
2541 5187 5
4764 3863 2
1221 96 3
5985 979 8
460 1 8
3459 5712 7
1224 6735 5
8183 2471 9
8645 6165 9
2019 2563 4
1053 1456 3
9850 6220 8
613 7442 6
6476 3427 6
7633 239 9
5572 50 3
8910 1274 9
455 5809 10
6183 807 5
5263 9178 10
4608 232 7
5492 82 7
239 695 1
7786 3523 10
9961 1157 9
4841 6729 1
5434 5640 8
2762 2447 9
2561 8630 6
4877 245 5
9756 1205 9
2444 6697 3
1353 3288 10
7703 1074 4
185 7388 1
2905 2229 2
5676 7663 4
2425 6777 1
4983 9338 1
8349 567 8
7245 6676 3
6373 9120 10
8287 473 10
896 4529 5
7029 4714 5
671 7619 4
7395 9647 10
9758 2072 7
4569 7056 8
4361 1757 5
4399 9002 3
1993 1727 4
9933 14 9
3864 7262 10
8870 644 6
1264 1315 6
2240 8710 5
879 8469 8
6295 9390 6
7402 3751 3
5429 8150 7
131 144 4
306 6429 10
955 6645 2
8836 5516 6
1432 6780 4
7999 9020 6
4213 6251 7
8852 2547 7
547 9949 9
351 1730 1
9157 1862 7
6042 2168 6
2941 9475 2
3455 4664 10
4612 6096 2
3437 4095 5
973 4660 6
9681 9865 3
1428 412 5
3278 7116 5
3278 6273 9
9775 2316 8
9052 1609 5
4975 1416 9
6414 2381 7
986 2170 4
930 9495 7
3477 9177 2
2220 605 6
3616 3883 2
390 3513 6
1731 3288 4
5240 2341 5
8224 7316 4
2225 3731 5
8673 1069 5
9217 8351 3
773 1828 10
2194 4048 7
379 4016 2
5681 759 5
3608 2490 4
203 7730 7
8407 2306 3
732 4531 6
5438 3205 5
2315 8774 8
8687 9547 7
4236 8093 7
6742 4824 4
9483 6857 3
5737 6817 3
1632 7020 3
9868 1780 1
1773 2512 3
7408 7951 10
465 266 6
1872 8953 5
1460 9541 8
5097 6283 4
9102 2118 2
7514 4207 9
4768 5840 2
9752 2060 2
7042 3833 6
5216 7594 7
6595 8059 5
3100 6283 8
5504 7744 1
2353 9193 6
4027 8295 4
8910 2161 4
610 6929 6
9331 6681 6
9832 75 2
9198 5292 6
2866 1887 7
6801 1340 10
6040 3196 6
4821 1902 1
6236 2281 8
6122 1191 9
215 1801 8
2852 7485 1
1197 3669 7
6080 9219 9
2205 2086 8
9093 5239 10
2265 7631 9
3180 2452 1
5993 5041 4
7100 7515 5
369 4082 8
6918 6934 3
6501 4483 5
9807 564 4
4757 9121 10
7946 8215 1
2476 480 3
6554 12 7
8886 6005 10
3499 9458 5
5655 9827 7
9612 3097 3
7407 9598 7
8871 5757 3
5906 514 4
5028 8461 9
9388 7289 9
7732 195 4
4881 9081 9
7070 8932 7
3127 4587 6
6913 551 4
338 4310 4
1894 9533 2
366 5440 8
4311 468 1
120 6208 10
2760 3941 5
1765 8822 8
424 2244 10
4892 5371 7
5540 8637 1
9285 8975 1
2628 7221 5
8081 3939 7
4049 8250 5
4829 4722 5
9251 3835 6
7515 5600 10
1213 6024 5
194 7269 6
3763 2809 5
7883 8446 10
6313 1074 1
629 9156 10
6737 9557 3
6961 4386 5
